,times,values
880000,1648838569.408,1837
880001,1648838569.416,1829
880002,1648838569.424,1817
880003,1648838569.432,1800
880004,1648838569.44,1782
880005,1648838569.448,1763
880006,1648838569.456,1746
880007,1648838569.464,1730
880008,1648838569.472,1715
880009,1648838569.48,1701
880010,1648838569.488,1689
880011,1648838569.496,1677
880012,1648838569.504,1665
880013,1648838569.512,1653
880014,1648838569.52,1642
880015,1648838569.528,1633
880016,1648838569.536,1624
880017,1648838569.544,1615
880018,1648838569.552,1606
880019,1648838569.56,1595
880020,1648838569.568,1585
880021,1648838569.576,1575
880022,1648838569.584,1568
880023,1648838569.592,1562
880024,1648838569.6,1558
880025,1648838569.608,1553
880026,1648838569.616,1547
880027,1648838569.624,1540
880028,1648838569.632,1533
880029,1648838569.64,1526
880030,1648838569.648,1519
880031,1648838569.656,1512
880032,1648838569.664,1505
880033,1648838569.672,1499
880034,1648838569.68,1493
880035,1648838569.688,1487
880036,1648838569.696,1481
880037,1648838569.704,1475
880038,1648838569.712,1470
880039,1648838569.72,1464
880040,1648838569.728,1458
880041,1648838569.736,1453
880042,1648838569.744,1448
880043,1648838569.752,1443
880044,1648838569.76,1438
880045,1648838569.768,1431
880046,1648838569.776,1425
880047,1648838569.784,1420
880048,1648838569.792,1420
880049,1648838569.8,1427
880050,1648838569.808,1445
880051,1648838569.816,1478
880052,1648838569.824,1532
880053,1648838569.832,1606
880054,1648838569.84,1695
880055,1648838569.848,1788
880056,1648838569.856,1875
880057,1648838569.864,1949
880058,1648838569.872,2007
880059,1648838569.88,2050
880060,1648838569.888,2082
880061,1648838569.896,2109
880062,1648838569.904,2130
880063,1648838569.912,2143
880064,1648838569.92,2148
880065,1648838569.928,2146
880066,1648838569.936,2140
880067,1648838569.944,2131
880068,1648838569.952,2121
880069,1648838569.96,2108
880070,1648838569.968,2092
880071,1648838569.976,2072
880072,1648838569.984,2049
880073,1648838569.992,2028
880074,1648838570.0,2010
880075,1648838570.008,1996
880076,1648838570.016,1985
880077,1648838570.024,1972
880078,1648838570.032,1957
880079,1648838570.04,1938
880080,1648838570.048,1917
880081,1648838570.056,1895
880082,1648838570.064,1876
880083,1648838570.072,1859
880084,1648838570.08,1844
880085,1648838570.088,1831
880086,1648838570.096,1818
880087,1648838570.104,1804
880088,1648838570.112,1791
880089,1648838570.12,1779
880090,1648838570.128,1769
880091,1648838570.136,1758
880092,1648838570.144,1748
880093,1648838570.152,1737
880094,1648838570.16,1725
880095,1648838570.168,1713
880096,1648838570.176,1700
880097,1648838570.184,1689
880098,1648838570.192,1679
880099,1648838570.2,1670
880100,1648838570.208,1661
880101,1648838570.216,1651
880102,1648838570.224,1640
880103,1648838570.232,1630
880104,1648838570.24,1619
880105,1648838570.248,1610
880106,1648838570.256,1601
880107,1648838570.264,1592
880108,1648838570.272,1582
880109,1648838570.28,1575
880110,1648838570.288,1570
880111,1648838570.296,1567
880112,1648838570.304,1567
880113,1648838570.312,1573
880114,1648838570.32,1589
880115,1648838570.328,1616
880116,1648838570.336,1655
880117,1648838570.344,1704
880118,1648838570.352,1760
880119,1648838570.36,1812
880120,1648838570.368,1855
880121,1648838570.376,1887
880122,1648838570.384,1910
880123,1648838570.392,1927
880124,1648838570.4,1939
880125,1648838570.408,1951
880126,1648838570.416,1965
880127,1648838570.424,1980
880128,1648838570.432,1994
880129,1648838570.44,2007
880130,1648838570.448,2017
880131,1648838570.456,2024
880132,1648838570.464,2025
880133,1648838570.472,2023
880134,1648838570.48,2017
880135,1648838570.488,2009
880136,1648838570.496,2000
880137,1648838570.504,1990
880138,1648838570.512,1979
880139,1648838570.52,1966
880140,1648838570.528,1952
880141,1648838570.536,1936
880142,1648838570.544,1920
880143,1648838570.552,1906
880144,1648838570.56,1893
880145,1648838570.568,1882
880146,1648838570.576,1874
880147,1648838570.584,1865
880148,1648838570.592,1855
880149,1648838570.6,1845
880150,1648838570.608,1836
880151,1648838570.616,1826
880152,1648838570.624,1815
880153,1648838570.632,1803
880154,1648838570.64,1791
880155,1648838570.648,1780
880156,1648838570.656,1768
880157,1648838570.664,1756
880158,1648838570.672,1744
880159,1648838570.68,1732
880160,1648838570.688,1721
880161,1648838570.696,1710
880162,1648838570.704,1699
880163,1648838570.712,1687
880164,1648838570.72,1677
880165,1648838570.728,1666
880166,1648838570.736,1656
880167,1648838570.744,1645
880168,1648838570.752,1634
880169,1648838570.76,1623
880170,1648838570.768,1612
880171,1648838570.776,1600
880172,1648838570.784,1591
880173,1648838570.792,1587
880174,1648838570.8,1594
880175,1648838570.808,1614
880176,1648838570.816,1650
880177,1648838570.824,1703
880178,1648838570.832,1771
880179,1648838570.84,1849
880180,1648838570.848,1926
880181,1648838570.856,1996
880182,1648838570.864,2052
880183,1648838570.872,2096
880184,1648838570.88,2128
880185,1648838570.888,2151
880186,1648838570.896,2165
880187,1648838570.904,2171
880188,1648838570.912,2170
880189,1648838570.92,2165
880190,1648838570.928,2155
880191,1648838570.936,2141
880192,1648838570.944,2125
880193,1648838570.952,2107
880194,1648838570.96,2089
880195,1648838570.968,2072
880196,1648838570.976,2056
880197,1648838570.984,2040
880198,1648838570.992,2022
880199,1648838571.0,2003
880200,1648838571.008,1981
880201,1648838571.016,1960
880202,1648838571.024,1938
880203,1648838571.032,1918
880204,1648838571.04,1898
880205,1648838571.048,1879
880206,1648838571.056,1861
880207,1648838571.064,1844
880208,1648838571.072,1827
880209,1648838571.08,1813
880210,1648838571.088,1801
880211,1648838571.096,1790
880212,1648838571.104,1779
880213,1648838571.112,1766
880214,1648838571.12,1755
880215,1648838571.128,1744
880216,1648838571.136,1734
880217,1648838571.144,1725
880218,1648838571.152,1715
880219,1648838571.16,1706
880220,1648838571.168,1697
880221,1648838571.176,1689
880222,1648838571.184,1683
880223,1648838571.192,1678
880224,1648838571.2,1675
880225,1648838571.208,1675
880226,1648838571.216,1678
880227,1648838571.224,1683
880228,1648838571.232,1688
880229,1648838571.24,1692
880230,1648838571.248,1692
880231,1648838571.256,1691
880232,1648838571.264,1689
880233,1648838571.272,1685
880234,1648838571.28,1682
880235,1648838571.288,1679
880236,1648838571.296,1677
880237,1648838571.304,1680
880238,1648838571.312,1688
880239,1648838571.32,1703
880240,1648838571.328,1723
880241,1648838571.336,1745
880242,1648838571.344,1764
880243,1648838571.352,1776
880244,1648838571.36,1783
880245,1648838571.368,1785
880246,1648838571.376,1784
880247,1648838571.384,1780
880248,1648838571.392,1775
880249,1648838571.4,1768
880250,1648838571.408,1761
880251,1648838571.416,1754
880252,1648838571.424,1746
880253,1648838571.432,1739
880254,1648838571.44,1730
880255,1648838571.448,1720
880256,1648838571.456,1708
880257,1648838571.464,1696
880258,1648838571.472,1684
880259,1648838571.48,1671
880260,1648838571.488,1659
880261,1648838571.496,1648
880262,1648838571.504,1638
880263,1648838571.512,1628
880264,1648838571.52,1617
880265,1648838571.528,1607
880266,1648838571.536,1597
880267,1648838571.544,1587
880268,1648838571.552,1576
880269,1648838571.56,1565
880270,1648838571.568,1557
880271,1648838571.576,1551
880272,1648838571.584,1545
880273,1648838571.592,1538
880274,1648838571.6,1531
880275,1648838571.608,1523
880276,1648838571.616,1517
880277,1648838571.624,1512
880278,1648838571.632,1508
880279,1648838571.64,1504
880280,1648838571.648,1500
880281,1648838571.656,1496
880282,1648838571.664,1492
880283,1648838571.672,1488
880284,1648838571.68,1483
880285,1648838571.688,1477
880286,1648838571.696,1471
880287,1648838571.704,1466
880288,1648838571.712,1464
880289,1648838571.72,1465
880290,1648838571.728,1472
880291,1648838571.736,1484
880292,1648838571.744,1500
880293,1648838571.752,1520
880294,1648838571.76,1541
