,times,values
0,1643852201.08,514
1,1643852201.088,526
2,1643852201.096,546
3,1643852201.104,574
4,1643852201.112,599
5,1643852201.12,612
6,1643852201.128,609
7,1643852201.136,594
8,1643852201.144,571
9,1643852201.152,546
10,1643852201.16,522
11,1643852201.168,501
12,1643852201.176,486
13,1643852201.184,476
14,1643852201.192,471
15,1643852201.2,470
16,1643852201.208,469
17,1643852201.216,468
18,1643852201.224,466
19,1643852201.232,464
20,1643852201.24,464
21,1643852201.248,467
22,1643852201.256,474
23,1643852201.264,486
24,1643852201.272,500
25,1643852201.28,515
26,1643852201.288,528
27,1643852201.296,539
28,1643852201.304,546
29,1643852201.312,549
30,1643852201.32,548
31,1643852201.328,545
32,1643852201.336,538
33,1643852201.344,529
34,1643852201.352,519
35,1643852201.36,511
36,1643852201.368,506
37,1643852201.376,502
38,1643852201.384,500
39,1643852201.392,500
40,1643852201.4,502
41,1643852201.408,505
42,1643852201.416,510
43,1643852201.424,516
44,1643852201.432,522
45,1643852201.44,528
46,1643852201.448,530
47,1643852201.456,530
48,1643852201.464,527
49,1643852201.472,524
50,1643852201.48,521
51,1643852201.488,518
52,1643852201.496,516
53,1643852201.504,514
54,1643852201.512,513
55,1643852201.52,512
56,1643852201.528,511
57,1643852201.536,510
58,1643852201.544,508
59,1643852201.552,507
60,1643852201.56,508
61,1643852201.568,509
62,1643852201.576,512
63,1643852201.584,516
64,1643852201.592,520
65,1643852201.6,524
66,1643852201.608,526
67,1643852201.616,527
68,1643852201.624,527
69,1643852201.632,526
70,1643852201.64,524
71,1643852201.648,521
72,1643852201.656,519
73,1643852201.664,517
74,1643852201.672,515
75,1643852201.68,514
76,1643852201.688,513
77,1643852201.696,513
78,1643852201.704,512
79,1643852201.712,512
80,1643852201.72,512
81,1643852201.728,513
82,1643852201.736,514
83,1643852201.744,516
84,1643852201.752,517
85,1643852201.76,518
86,1643852201.768,519
87,1643852201.776,520
88,1643852201.784,521
89,1643852201.792,521
90,1643852201.8,521
91,1643852201.808,520
92,1643852201.816,520
93,1643852201.824,520
94,1643852201.832,520
95,1643852201.84,519
96,1643852201.848,518
97,1643852201.856,518
98,1643852201.864,518
99,1643852201.872,518
100,1643852201.88,517
101,1643852201.888,517
102,1643852201.896,516
103,1643852201.904,515
104,1643852201.912,514
105,1643852201.92,515
106,1643852201.928,515
107,1643852201.936,516
108,1643852201.944,516
109,1643852201.952,518
110,1643852201.96,519
111,1643852201.968,519
112,1643852201.976,520
113,1643852201.984,520
114,1643852201.992,520
115,1643852202.0,519
116,1643852202.008,518
117,1643852202.016,517
118,1643852202.024,517
119,1643852202.032,517
120,1643852202.04,517
121,1643852202.048,517
122,1643852202.056,518
123,1643852202.064,518
124,1643852202.072,518
125,1643852202.08,518
126,1643852202.088,518
127,1643852202.096,518
128,1643852202.104,518
129,1643852202.112,518
130,1643852202.12,518
131,1643852202.128,518
132,1643852202.136,518
133,1643852202.144,518
134,1643852202.152,518
135,1643852202.16,517
136,1643852202.168,517
137,1643852202.176,517
138,1643852202.184,517
139,1643852202.192,518
140,1643852202.2,518
141,1643852202.208,518
142,1643852202.216,517
143,1643852202.224,516
144,1643852202.232,516
145,1643852202.24,516
146,1643852202.248,516
147,1643852202.256,516
148,1643852202.264,517
149,1643852202.272,517
150,1643852202.28,517
151,1643852202.288,517
152,1643852202.296,517
153,1643852202.304,517
154,1643852202.312,517
155,1643852202.32,516
156,1643852202.328,516
157,1643852202.336,515
158,1643852202.344,515
159,1643852202.352,515
160,1643852202.36,515
161,1643852202.368,515
162,1643852202.376,516
163,1643852202.384,516
164,1643852202.392,517
165,1643852202.4,518
166,1643852202.408,518
167,1643852202.416,518
168,1643852202.424,518
169,1643852202.432,517
170,1643852202.44,518
171,1643852202.448,518
172,1643852202.456,517
173,1643852202.464,517
174,1643852202.472,517
175,1643852202.48,517
176,1643852202.488,517
177,1643852202.496,517
178,1643852202.504,517
179,1643852202.512,516
180,1643852202.52,517
181,1643852202.528,517
182,1643852202.536,518
183,1643852202.544,518
184,1643852202.552,518
185,1643852202.56,517
186,1643852202.568,518
187,1643852202.576,518
188,1643852202.584,518
189,1643852202.592,518
190,1643852202.6,518
191,1643852202.608,517
192,1643852202.616,517
193,1643852202.624,518
194,1643852202.632,520
195,1643852202.64,524
196,1643852202.648,527
197,1643852202.656,530
198,1643852202.664,532
199,1643852202.672,532
200,1643852202.68,529
201,1643852202.688,526
202,1643852202.696,521
203,1643852202.704,517
204,1643852202.712,515
205,1643852202.72,513
206,1643852202.728,513
207,1643852202.736,514
208,1643852202.744,515
209,1643852202.752,512
210,1643852202.76,504
211,1643852202.768,495
212,1643852202.776,490
